freq,citizen,agedef,age,unit,sex,geo\TIME_PERIOD	2021 	2022 	2023 	2024 
A,PL,REACH,Y55-59,NR,T,CZ	31 	32 	20 	22 
A,PL,REACH,Y55-59,NR,T,DE	1811 e	1870 e	1888 e	1430 e
A,PL,REACH,Y55-59,NR,T,DK	87 	: 	: 	: 
A,PL,REACH,Y55-59,NR,T,EE	: 	: 	2 	2 
A,PL,REACH,Y55-59,NR,T,ES	265 b	294 	309 	333 
A,PL,REACH,Y55-59,NR,T,FI	9 	5 	11 	6 
A,PL,REACH,Y55-59,NR,T,HR	13 	3 	9 	7 
A,PL,REACH,Y55-59,NR,T,IT	137 	146 	107 	111 
A,PL,REACH,Y55-59,NR,T,LT	4 	: 	5 	5 
A,PL,REACH,Y55-59,NR,T,LU	6 	6 	7 	15 
A,PL,REACH,Y55-59,NR,T,LV	2 	2 	0 	1 
A,PL,REACH,Y55-59,NR,T,NL	499 	486 	446 	418 
A,PL,REACH,Y55-59,NR,T,SE	79 	140 	139 	86 
A,PL,REACH,Y55-59,NR,T,SK	4 	6 	6 	1 
A,PL,REACH,Y60-64,NR,T,BE	: 	: 	33 	29 
A,PL,REACH,Y60-64,NR,T,BG	19 	26 	21 	30 
A,PL,REACH,Y60-64,NR,T,CZ	22 	15 	35 	15 
A,PL,REACH,Y60-64,NR,T,DE	1026 e	996 e	975 e	859 e
A,PL,REACH,Y60-64,NR,T,DK	41 	: 	: 	: 
A,PL,REACH,Y60-64,NR,T,EE	: 	: 	0 	1 
A,PL,REACH,Y60-64,NR,T,ES	222 b	240 	258 	221 
A,PL,REACH,Y60-64,NR,T,FI	6 	7 	5 	2 
A,PL,REACH,Y60-64,NR,T,HR	6 	6 	10 	9 
A,PL,REACH,Y60-64,NR,T,IT	136 	127 	99 	95 
A,PL,REACH,Y60-64,NR,T,LT	6 	0 	4 	3 
A,PL,REACH,Y60-64,NR,T,LU	3 	9 	6 	11 
A,PL,REACH,Y60-64,NR,T,LV	0 	1 	0 	1 
A,PL,REACH,Y60-64,NR,T,NL	198 	182 	166 	157 
A,PL,REACH,Y60-64,NR,T,SE	48 	59 	58 	44 
A,PL,REACH,Y60-64,NR,T,SK	3 	7 	2 	0 
A,PL,REACH,Y65-69,NR,T,BE	: 	: 	10 	15 
A,PL,REACH,Y65-69,NR,T,BG	10 	24 	21 	18 
A,PL,REACH,Y65-69,NR,T,CZ	7 	11 	12 	8 
A,PL,REACH,Y65-69,NR,T,DE	455 e	462 e	437 e	358 e
A,PL,REACH,Y65-69,NR,T,DK	12 	: 	: 	: 
A,PL,REACH,Y65-69,NR,T,EE	: 	: 	1 	0 
A,PL,REACH,Y65-69,NR,T,ES	180 b	175 	283 	234 
A,PL,REACH,Y65-69,NR,T,FI	1 	2 	2 	2 
A,PL,REACH,Y65-69,NR,T,HR	6 	6 	5 	8 
A,PL,REACH,Y65-69,NR,T,IT	106 	107 	69 	64 
A,PL,REACH,Y65-69,NR,T,LT	1 	0 	3 	: @N
A,PL,REACH,Y65-69,NR,T,LU	6 	3 	4 	2 
A,PL,REACH,Y65-69,NR,T,LV	1 	1 	1 	1 
A,PL,REACH,Y65-69,NR,T,NL	39 	46 	60 	50 
A,PL,REACH,Y65-69,NR,T,SE	12 	17 	32 	30 
A,PL,REACH,Y65-69,NR,T,SK	0 	1 	1 	0 
A,PL,REACH,Y70-74,NR,T,BE	: 	: 	9 	4 
A,PL,REACH,Y70-74,NR,T,BG	9 	11 	10 	22 
A,PL,REACH,Y70-74,NR,T,CZ	11 	11 	2 	0 
A,PL,REACH,Y70-74,NR,T,DE	239 e	204 e	197 e	196 e
A,PL,REACH,Y70-74,NR,T,DK	4 	: 	: 	: 
A,PL,REACH,Y70-74,NR,T,EE	: 	: 	0 	0 
A,PL,REACH,Y70-74,NR,T,ES	92 b	85 	90 	105 
A,PL,REACH,Y70-74,NR,T,FI	1 	3 	1 	0 
A,PL,REACH,Y70-74,NR,T,HR	3 	5 	3 	5 
A,PL,REACH,Y70-74,NR,T,IT	49 	49 	30 	45 
A,PL,REACH,Y70-74,NR,T,LT	1 	: 	0 	3 
A,PL,REACH,Y70-74,NR,T,LU	1 	3 	2 	3 
A,PL,REACH,Y70-74,NR,T,LV	3 	2 	0 	0 
A,PL,REACH,Y70-74,NR,T,NL	20 	17 	21 	17 
A,PL,REACH,Y70-74,NR,T,SE	5 	13 	15 	12 
A,PL,REACH,Y70-74,NR,T,SK	2 	1 	0 	0 
A,PL,REACH,Y75-79,NR,T,BE	: 	: 	5 	4 
A,PL,REACH,Y75-79,NR,T,BG	2 	2 	2 	3 
A,PL,REACH,Y75-79,NR,T,CZ	3 	2 	2 	2 
A,PL,REACH,Y75-79,NR,T,DE	118 e	98 e	118 e	101 e
A,PL,REACH,Y75-79,NR,T,DK	3 	: 	: 	: 
A,PL,REACH,Y75-79,NR,T,EE	: 	: 	1 	1 
A,PL,REACH,Y75-79,NR,T,ES	31 b	36 	37 	50 
A,PL,REACH,Y75-79,NR,T,FI	1 	0 	0 	0 
A,PL,REACH,Y75-79,NR,T,HR	2 	0 	0 	2 
A,PL,REACH,Y75-79,NR,T,IT	15 	17 	19 	27 
A,PL,REACH,Y75-79,NR,T,LT	0 	0 	: 	0 
A,PL,REACH,Y75-79,NR,T,LU	2 	0 	1 	1 
A,PL,REACH,Y75-79,NR,T,LV	1 	0 	0 	0 
A,PL,REACH,Y75-79,NR,T,NL	11 	6 	11 	7 
A,PL,REACH,Y75-79,NR,T,SE	3 	2 	14 	13 
A,PL,REACH,Y75-79,NR,T,SK	1 	0 	1 	0 
A,PL,REACH,Y80-84,NR,T,BE	: 	: 	3 	2 
A,PL,REACH,Y80-84,NR,T,BG	1 	0 	0 	2 
A,PL,REACH,Y80-84,NR,T,CZ	3 	1 	1 	0 
A,PL,REACH,Y80-84,NR,T,DE	106 e	101 e	120 e	87 e
A,PL,REACH,Y80-84,NR,T,DK	3 	: 	: 	: 
A,PL,REACH,Y80-84,NR,T,EE	: 	: 	0 	0 
A,PL,REACH,Y80-84,NR,T,ES	18 b	16 	11 	19 
A,PL,REACH,Y80-84,NR,T,FI	0 	1 	2 	0 
A,PL,REACH,Y80-84,NR,T,HR	0 	0 	0 	0 
A,PL,REACH,Y80-84,NR,T,IT	18 	10 	14 	10 
A,PL,REACH,Y80-84,NR,T,LT	0 	0 	: 	0 
A,PL,REACH,Y80-84,NR,T,LU	0 	0 	0 	0 
A,PL,REACH,Y80-84,NR,T,LV	0 	0 	0 	0 
A,PL,REACH,Y80-84,NR,T,NL	11 	7 	5 	9 
A,PL,REACH,Y80-84,NR,T,SE	0 	4 	8 	9 
A,PL,REACH,Y80-84,NR,T,SK	0 	0 	0 	0 
A,PL,REACH,Y85-89,NR,T,BE	: 	: 	2 	2 
A,PL,REACH,Y85-89,NR,T,BG	0 	1 	1 	0 
A,PL,REACH,Y85-89,NR,T,CZ	2 	1 	0 	0 
A,PL,REACH,Y85-89,NR,T,DE	59 e	66 e	51 e	61 e
A,PL,REACH,Y85-89,NR,T,DK	2 	: 	: 	: 
A,PL,REACH,Y85-89,NR,T,EE	: 	: 	0 	0 
A,PL,REACH,Y85-89,NR,T,ES	6 b	6 	3 	8 
A,PL,REACH,Y85-89,NR,T,FI	0 	0 	0 	0 
A,PL,REACH,Y85-89,NR,T,HR	0 	0 	0 	0 
A,PL,REACH,Y85-89,NR,T,IT	8 	3 	6 	12 
A,PL,REACH,Y85-89,NR,T,LT	0 	0 	0 	0 
A,PL,REACH,Y85-89,NR,T,LU	0 	0 	0 	0 
A,PL,REACH,Y85-89,NR,T,LV	0 	0 	1 	0 
A,PL,REACH,Y85-89,NR,T,NL	10 	5 	5 	7 
A,PL,REACH,Y85-89,NR,T,SE	2 	3 	12 	2 
A,PL,REACH,Y85-89,NR,T,SK	0 	0 	0 	0 
A,PL,REACH,Y90-94,NR,T,BE	: 	: 	1 	1 
A,PL,REACH,Y90-94,NR,T,BG	0 	0 	0 	0 
A,PL,REACH,Y90-94,NR,T,CZ	1 	1 	0 	0 
A,PL,REACH,Y90-94,NR,T,DE	29 e	27 e	29 e	34 e
A,PL,REACH,Y90-94,NR,T,DK	0 	: 	: 	: 
A,PL,REACH,Y90-94,NR,T,EE	: 	: 	0 	0 
A,PL,REACH,Y90-94,NR,T,ES	6 b	1 	1 	2 
A,PL,REACH,Y90-94,NR,T,FI	0 	0 	0 	0 
A,PL,REACH,Y90-94,NR,T,HR	0 	0 	0 	0 
A,PL,REACH,Y90-94,NR,T,IT	4 	1 	2 	3 
A,PL,REACH,Y90-94,NR,T,LT	0 	0 	0 	0 
A,PL,REACH,Y90-94,NR,T,LU	0 	0 	0 	0 
A,PL,REACH,Y90-94,NR,T,LV	0 	0 	0 	0 
A,PL,REACH,Y90-94,NR,T,NL	1 	3 	2 	3 
A,PL,REACH,Y90-94,NR,T,SE	2 	3 	4 	2 
A,PL,REACH,Y90-94,NR,T,SK	0 	0 	0 	0 
A,PL,REACH,Y95-99,NR,T,BE	: 	: 	1 	0 
A,PL,REACH,Y95-99,NR,T,BG	0 	0 	0 	0 
A,PL,REACH,Y95-99,NR,T,CZ	0 	0 	0 	0 
A,PL,REACH,Y95-99,NR,T,DE	5 e	4 e	5 e	6 e
A,PL,REACH,Y95-99,NR,T,DK	1 	: 	: 	: 
A,PL,REACH,Y95-99,NR,T,EE	: 	: 	0 	0 
A,PL,REACH,Y95-99,NR,T,ES	0 b	1 	0 	0 
A,PL,REACH,Y95-99,NR,T,FI	0 	0 	0 	0 
A,PL,REACH,Y95-99,NR,T,HR	0 	0 	0 	0 
A,PL,REACH,Y95-99,NR,T,IT	0 	1 	0 	1 
A,PL,REACH,Y95-99,NR,T,LT	0 	0 	0 	0 
A,PL,REACH,Y95-99,NR,T,LU	1 	0 	0 	0 
A,PL,REACH,Y95-99,NR,T,LV	0 	0 	0 	0 
A,PL,REACH,Y95-99,NR,T,NL	0 	0 	0 	0 
A,PL,REACH,Y95-99,NR,T,SE	0 	0 	0 	2 
A,PL,REACH,Y95-99,NR,T,SK	0 	0 	0 	0 
A,PL,REACH,Y_GE100,NR,T,BE	: 	: 	0 	0 
A,PL,REACH,Y_GE100,NR,T,BG	: 	0 	0 	0 
A,PL,REACH,Y_GE100,NR,T,CZ	0 	0 	0 	0 
A,PL,REACH,Y_GE100,NR,T,DE	: 	: 	: 	0 e
A,PL,REACH,Y_GE100,NR,T,DK	0 	: 	: 	: 
A,PL,REACH,Y_GE100,NR,T,EE	: 	: 	0 	0 
A,PL,REACH,Y_GE100,NR,T,ES	0 b	0 	1 	0 
A,PL,REACH,Y_GE100,NR,T,FI	0 	0 	0 	0 
A,PL,REACH,Y_GE100,NR,T,HR	0 	0 	0 	0 
A,PL,REACH,Y_GE100,NR,T,IT	0 	0 	0 	0 
A,PL,REACH,Y_GE100,NR,T,LT	0 	0 	0 	0 
A,PL,REACH,Y_GE100,NR,T,LU	0 	0 	0 	0 
A,PL,REACH,Y_GE100,NR,T,LV	0 	0 	0 	0 
A,PL,REACH,Y_GE100,NR,T,NL	0 	0 	0 	0 
A,PL,REACH,Y_GE100,NR,T,SE	0 	0 	0 	0 
A,PL,REACH,Y_GE100,NR,T,SK	0 	0 	0 	0 
A,PL,REACH,Y_GE65,NR,T,BE	: 	: 	31 	28 
A,PL,REACH,Y_GE65,NR,T,BG	: 	38 	34 	45 
A,PL,REACH,Y_GE65,NR,T,CZ	27 	27 	17 	10 
A,PL,REACH,Y_GE65,NR,T,DE	: 	: 	: 	843 e
A,PL,REACH,Y_GE65,NR,T,DK	25 	: 	: 	: 
A,PL,REACH,Y_GE65,NR,T,EE	: 	: 	2 	1 
A,PL,REACH,Y_GE65,NR,T,ES	333 b	: 	: 	418 
A,PL,REACH,Y_GE65,NR,T,FI	3 	6 	5 	2 
A,PL,REACH,Y_GE65,NR,T,HR	11 	11 	8 	15 
A,PL,REACH,Y_GE65,NR,T,IT	200 	188 	140 	162 
A,PL,REACH,Y_GE65,NR,T,LT	2 	: 	: 	: @N
A,PL,REACH,Y_GE65,NR,T,LU	10 	6 	7 	6 
A,PL,REACH,Y_GE65,NR,T,LV	5 	3 	2 	1 
A,PL,REACH,Y_GE65,NR,T,NL	92 	84 	104 	93 
A,PL,REACH,Y_GE65,NR,T,SE	24 	42 	85 	70 
A,PL,REACH,Y_GE65,NR,T,SK	3 	2 	2 	0 
A,PL,REACH,Y_GE85,NR,T,BE	: 	: 	4 	3 
A,PL,REACH,Y_GE85,NR,T,BG	: 	1 	1 	0 
A,PL,REACH,Y_GE85,NR,T,CZ	3 	2 	0 	0 
A,PL,REACH,Y_GE85,NR,T,DE	: 	: 	: 	101 e
A,PL,REACH,Y_GE85,NR,T,DK	3 	: 	: 	: 
A,PL,REACH,Y_GE85,NR,T,EE	: 	: 	0 	0 
A,PL,REACH,Y_GE85,NR,T,ES	12 b	: 	: 	10 
A,PL,REACH,Y_GE85,NR,T,FI	0 	0 	0 	0 
A,PL,REACH,Y_GE85,NR,T,HR	0 	0 	0 	0 
A,PL,REACH,Y_GE85,NR,T,IT	12 	5 	8 	16 
A,PL,REACH,Y_GE85,NR,T,LT	0 	0 	: 	0 
A,PL,REACH,Y_GE85,NR,T,LU	1 	0 	0 	0 
A,PL,REACH,Y_GE85,NR,T,LV	0 	0 	1 	0 
A,PL,REACH,Y_GE85,NR,T,NL	11 	8 	7 	10 
A,PL,REACH,Y_GE85,NR,T,SE	4 	6 	16 	6 
A,PL,REACH,Y_GE85,NR,T,SK	0 	0 	0 	0 
A,PL,REACH,Y_LT15,NR,T,BE	: 	: 	326 	264 
A,PL,REACH,Y_LT15,NR,T,BG	10 	25 	21 	24 
A,PL,REACH,Y_LT15,NR,T,CZ	110 	75 	65 	58 
A,PL,REACH,Y_LT15,NR,T,DE	: 	: 	: 	2189 e
A,PL,REACH,Y_LT15,NR,T,DK	348 	: 	: 	: 
A,PL,REACH,Y_LT15,NR,T,EE	: 	: 	4 	7 
A,PL,REACH,Y_LT15,NR,T,ES	607 b	: 	: 	967 
A,PL,REACH,Y_LT15,NR,T,FI	43 	56 	41 	22 
A,PL,REACH,Y_LT15,NR,T,HR	16 	16 	6 	18 
A,PL,REACH,Y_LT15,NR,T,IT	104 	118 	164 	154 
A,PL,REACH,Y_LT15,NR,T,LT	1 	: 	: 	: @N
A,PL,REACH,Y_LT15,NR,T,LU	61 	63 	55 	33 
A,PL,REACH,Y_LT15,NR,T,LV	0 	2 	1 	2 
A,PL,REACH,Y_LT15,NR,T,NL	868 	933 	949 	562 
A,PL,REACH,Y_LT15,NR,T,SE	332 	433 	413 	215 
A,PL,REACH,Y_LT15,NR,T,SK	8 	3 	6 	9 
A,PL,REACH,Y_LT5,NR,T,BE	: 	: 	127 	95 
A,PL,REACH,Y_LT5,NR,T,BG	4 	7 	6 	8 
A,PL,REACH,Y_LT5,NR,T,CZ	58 	32 	28 	25 
A,PL,REACH,Y_LT5,NR,T,DE	1263 e	1444 e	1341 e	831 e
A,PL,REACH,Y_LT5,NR,T,DK	146 	: 	: 	: 
A,PL,REACH,Y_LT5,NR,T,EE	: 	: 	1 	1 
A,PL,REACH,Y_LT5,NR,T,ES	171 b	257 	242 	240 
A,PL,REACH,Y_LT5,NR,T,FI	25 	28 	14 	8 
A,PL,REACH,Y_LT5,NR,T,HR	8 	9 	3 	12 
A,PL,REACH,Y_LT5,NR,T,IT	35 	36 	58 	43 
A,PL,REACH,Y_LT5,NR,T,LT	0 	: 	: 	: @N
A,PL,REACH,Y_LT5,NR,T,LU	26 	28 	17 	16 
A,PL,REACH,Y_LT5,NR,T,LV	0 	1 	0 	1 
A,PL,REACH,Y_LT5,NR,T,NL	370 	402 	397 	208 
A,PL,REACH,Y_LT5,NR,T,SE	144 	183 	156 	76 
A,PL,REACH,Y_LT5,NR,T,SK	4 	1 	4 	3 
A,PT,REACH,TOTAL,NR,T,AT	477 	511 	540 	493 
A,PT,REACH,TOTAL,NR,T,BE	: 	: 	4398 	4721 
A,PT,REACH,TOTAL,NR,T,BG	91 	106 	131 	101 
A,PT,REACH,TOTAL,NR,T,CZ	105 	108 	85 	109 
A,PT,REACH,TOTAL,NR,T,DE	4469 e	5017 e	5459 e	5458 e
A,PT,REACH,TOTAL,NR,T,DK	1170 	: 	: 	: 
A,PT,REACH,TOTAL,NR,T,EE	: 	67 	64 	65 
A,PT,REACH,TOTAL,NR,T,ES	11009 b	11001 	11554 	11332 
A,PT,REACH,TOTAL,NR,T,FI	101 	158 	165 	131 
A,PT,REACH,TOTAL,NR,T,FR	8798 	11305 p	8090 p	8088 p
A,PT,REACH,TOTAL,NR,T,HR	85 	63 	42 	45 
A,PT,REACH,TOTAL,NR,T,HU	124 	101 	68 	90 
A,PT,REACH,TOTAL,NR,T,IT	539 	670 	702 	686 
A,PT,REACH,TOTAL,NR,T,LT	32 	12 	17 	46 
A,PT,REACH,TOTAL,NR,T,LU	3885 	3633 	3638 	3469 
A,PT,REACH,TOTAL,NR,T,LV	12 	12 	1 	9 
A,PT,REACH,TOTAL,NR,T,NL	3566 	4595 	5042 	5077 
A,PT,REACH,TOTAL,NR,T,RO	383 	214 e	218 	276 
A,PT,REACH,TOTAL,NR,T,SE	408 	547 	688 	565 
A,PT,REACH,TOTAL,NR,T,SI	25 	15 	19 	21 
A,PT,REACH,TOTAL,NR,T,SK	21 	14 	8 	13 
A,PT,REACH,UNK,NR,T,AT	: 	: 	0 	: 
A,PT,REACH,UNK,NR,T,BE	: 	: 	0 	0 
A,PT,REACH,UNK,NR,T,BG	: 	: 	0 	0 
A,PT,REACH,UNK,NR,T,CZ	: 	: 	0 	0 
A,PT,REACH,UNK,NR,T,DE	0 	0 	0 	0 
A,PT,REACH,UNK,NR,T,DK	0 	: 	: 	: 
A,PT,REACH,UNK,NR,T,EE	: 	: 	0 	0 
A,PT,REACH,UNK,NR,T,ES	0 	0 	0 	0 
A,PT,REACH,UNK,NR,T,FI	: 	: 	0 	0 
A,PT,REACH,UNK,NR,T,HR	: 	: 	0 	0 
A,PT,REACH,UNK,NR,T,HU	0 	: 	0 	: 
A,PT,REACH,UNK,NR,T,IT	: 	0 	0 	0 
A,PT,REACH,UNK,NR,T,LT	0 	: 	0 	0 
A,PT,REACH,UNK,NR,T,LU	: 	: 	0 	0 
A,PT,REACH,UNK,NR,T,LV	0 	: 	0 	0 
A,PT,REACH,UNK,NR,T,NL	: 	: 	0 	0 
A,PT,REACH,UNK,NR,T,SE	: 	: 	0 	0 
A,PT,REACH,UNK,NR,T,SI	: 	: 	0 	: 
A,PT,REACH,UNK,NR,T,SK	: 	: 	0 	0 
A,PT,REACH,Y10-14,NR,T,BE	: 	: 	154 	191 
A,PT,REACH,Y10-14,NR,T,BG	2 	0 	0 	0 
A,PT,REACH,Y10-14,NR,T,CZ	1 	4 	3 	0 
A,PT,REACH,Y10-14,NR,T,DE	108 e	114 e	100 e	107 e
A,PT,REACH,Y10-14,NR,T,DK	9 	: 	: 	: 
A,PT,REACH,Y10-14,NR,T,EE	: 	: 	0 	1 
A,PT,REACH,Y10-14,NR,T,ES	316 b	324 	365 	404 
A,PT,REACH,Y10-14,NR,T,FI	1 	4 	4 	1 
A,PT,REACH,Y10-14,NR,T,HR	0 	0 	0 	1 
A,PT,REACH,Y10-14,NR,T,IT	10 	14 	17 	19 
A,PT,REACH,Y10-14,NR,T,LT	2 	0 	0 	0 
A,PT,REACH,Y10-14,NR,T,LU	157 	140 	142 	131 
A,PT,REACH,Y10-14,NR,T,LV	0 	0 	0 	0 
A,PT,REACH,Y10-14,NR,T,NL	65 	82 	99 	104 
A,PT,REACH,Y10-14,NR,T,SE	7 	10 	11 	9 
A,PT,REACH,Y10-14,NR,T,SK	1 	0 	0 	1 
A,PT,REACH,Y15-19,NR,T,BE	: 	: 	148 	168 
A,PT,REACH,Y15-19,NR,T,BG	0 	1 	0 	3 
A,PT,REACH,Y15-19,NR,T,CZ	1 	2 	2 	5 
A,PT,REACH,Y15-19,NR,T,DE	191 e	206 e	204 e	220 e
A,PT,REACH,Y15-19,NR,T,DK	61 	: 	: 	: 
A,PT,REACH,Y15-19,NR,T,EE	: 	: 	3 	0 
A,PT,REACH,Y15-19,NR,T,ES	529 b	468 	492 	487 
A,PT,REACH,Y15-19,NR,T,FI	5 	4 	9 	5 
A,PT,REACH,Y15-19,NR,T,HR	3 	1 	3 	2 
A,PT,REACH,Y15-19,NR,T,IT	18 	20 	13 	21 
A,PT,REACH,Y15-19,NR,T,LT	0 	0 	0 	0 
A,PT,REACH,Y15-19,NR,T,LU	158 	154 	146 	148 
A,PT,REACH,Y15-19,NR,T,LV	0 	0 	0 	0 
A,PT,REACH,Y15-19,NR,T,NL	314 	491 	438 	438 
A,PT,REACH,Y15-19,NR,T,SE	13 	15 	18 	11 
A,PT,REACH,Y15-19,NR,T,SK	0 	0 	0 	1 
A,PT,REACH,Y15-64,NR,T,BE	: 	: 	3591 	3702 
A,PT,REACH,Y15-64,NR,T,BG	87 	98 	122 	95 
A,PT,REACH,Y15-64,NR,T,CZ	98 	95 	73 	100 
A,PT,REACH,Y15-64,NR,T,DE	: 	: 	: 	4837 e
A,PT,REACH,Y15-64,NR,T,DK	1036 	: 	: 	: 
A,PT,REACH,Y15-64,NR,T,EE	: 	: 	62 	63 
A,PT,REACH,Y15-64,NR,T,ES	9326 b	: 	: 	9279 
A,PT,REACH,Y15-64,NR,T,FI	96 	138 	147 	114 
A,PT,REACH,Y15-64,NR,T,HR	83 	63 	41 	40 
A,PT,REACH,Y15-64,NR,T,IT	470 	575 	605 	590 
A,PT,REACH,Y15-64,NR,T,LT	28 	: 	: 	: @N
A,PT,REACH,Y15-64,NR,T,LU	3204 	3032 	3038 	2846 
A,PT,REACH,Y15-64,NR,T,LV	11 	12 	1 	9 
A,PT,REACH,Y15-64,NR,T,NL	3286 	4279 	4663 	4669 
A,PT,REACH,Y15-64,NR,T,SE	376 	502 	626 	510 
A,PT,REACH,Y15-64,NR,T,SK	20 	14 	8 	12 
A,PT,REACH,Y20-24,NR,T,BE	: 	: 	520 	537 
A,PT,REACH,Y20-24,NR,T,BG	4 	16 	13 	8 
A,PT,REACH,Y20-24,NR,T,CZ	3 	5 	7 	6 
A,PT,REACH,Y20-24,NR,T,DE	729 e	850 e	832 e	905 e
A,PT,REACH,Y20-24,NR,T,DK	172 	: 	: 	: 
A,PT,REACH,Y20-24,NR,T,EE	: 	: 	27 	29 
A,PT,REACH,Y20-24,NR,T,ES	981 b	1079 	1092 	1073 
A,PT,REACH,Y20-24,NR,T,FI	13 	25 	28 	12 
A,PT,REACH,Y20-24,NR,T,HR	50 	42 	11 	8 
A,PT,REACH,Y20-24,NR,T,IT	42 	65 	65 	58 
A,PT,REACH,Y20-24,NR,T,LT	1 	: 	5 	11 
A,PT,REACH,Y20-24,NR,T,LU	490 	461 	473 	404 
A,PT,REACH,Y20-24,NR,T,LV	1 	3 	1 	6 
A,PT,REACH,Y20-24,NR,T,NL	719 	917 	1019 	1014 
A,PT,REACH,Y20-24,NR,T,SE	82 	123 	151 	162 
A,PT,REACH,Y20-24,NR,T,SK	7 	3 	2 	0 
A,PT,REACH,Y25-29,NR,T,BE	: 	: 	732 	749 
A,PT,REACH,Y25-29,NR,T,BG	26 	27 	34 	18 
A,PT,REACH,Y25-29,NR,T,CZ	20 	16 	15 	21 
A,PT,REACH,Y25-29,NR,T,DE	804 e	964 e	1091 e	1081 e
A,PT,REACH,Y25-29,NR,T,DK	146 	: 	: 	: 
A,PT,REACH,Y25-29,NR,T,EE	: 	: 	14 	10 
A,PT,REACH,Y25-29,NR,T,ES	1391 b	1347 	1409 	1456 
A,PT,REACH,Y25-29,NR,T,FI	21 	32 	32 	31 
A,PT,REACH,Y25-29,NR,T,HR	12 	10 	9 	11 
A,PT,REACH,Y25-29,NR,T,IT	89 	121 	119 	122 
A,PT,REACH,Y25-29,NR,T,LT	6 	: 	4 	11 
A,PT,REACH,Y25-29,NR,T,LU	643 	599 	600 	588 
A,PT,REACH,Y25-29,NR,T,LV	1 	3 	0 	1 
A,PT,REACH,Y25-29,NR,T,NL	859 	1168 	1291 	1192 
A,PT,REACH,Y25-29,NR,T,SE	95 	131 	140 	120 
A,PT,REACH,Y25-29,NR,T,SK	6 	1 	2 	2 
A,PT,REACH,Y30-34,NR,T,BE	: 	: 	531 	589 
A,PT,REACH,Y30-34,NR,T,BG	19 	12 	20 	22 
A,PT,REACH,Y30-34,NR,T,CZ	26 	23 	15 	27 
A,PT,REACH,Y30-34,NR,T,DE	634 e	719 e	803 e	780 e
A,PT,REACH,Y30-34,NR,T,DK	204 	: 	: 	: 
A,PT,REACH,Y30-34,NR,T,EE	: 	: 	5 	13 
A,PT,REACH,Y30-34,NR,T,ES	1230 b	1289 	1332 	1319 
A,PT,REACH,Y30-34,NR,T,FI	15 	23 	24 	18 
A,PT,REACH,Y30-34,NR,T,HR	7 	2 	5 	6 
A,PT,REACH,Y30-34,NR,T,IT	96 	96 	84 	97 
A,PT,REACH,Y30-34,NR,T,LT	6 	: 	0 	8 
A,PT,REACH,Y30-34,NR,T,LU	511 	493 	488 	444 
A,PT,REACH,Y30-34,NR,T,LV	3 	2 	0 	1 
A,PT,REACH,Y30-34,NR,T,NL	508 	658 	758 	781 
A,PT,REACH,Y30-34,NR,T,SE	66 	86 	106 	77 
A,PT,REACH,Y30-34,NR,T,SK	2 	1 	1 	0 
A,PT,REACH,Y35-39,NR,T,BE	: 	: 	442 	455 
A,PT,REACH,Y35-39,NR,T,BG	15 	15 	20 	14 
A,PT,REACH,Y35-39,NR,T,CZ	25 	23 	10 	19 
A,PT,REACH,Y35-39,NR,T,DE	427 e	521 e	573 e	549 e
A,PT,REACH,Y35-39,NR,T,DK	176 	: 	: 	: 
A,PT,REACH,Y35-39,NR,T,EE	: 	: 	2 	3 
A,PT,REACH,Y35-39,NR,T,ES	1131 b	1149 	1194 	1079 
A,PT,REACH,Y35-39,NR,T,FI	17 	27 	18 	15 
A,PT,REACH,Y35-39,NR,T,HR	5 	4 	2 	4 
A,PT,REACH,Y35-39,NR,T,IT	75 	85 	95 	87 
A,PT,REACH,Y35-39,NR,T,LT	5 	: 	: 	: @N
A,PT,REACH,Y35-39,NR,T,LU	378 	333 	335 	345 
A,PT,REACH,Y35-39,NR,T,LV	1 	3 	0 	0 
A,PT,REACH,Y35-39,NR,T,NL	307 	359 	364 	376 
A,PT,REACH,Y35-39,NR,T,SE	51 	53 	63 	47 
A,PT,REACH,Y35-39,NR,T,SK	1 	3 	0 	0 
A,PT,REACH,Y40-44,NR,T,BE	: 	: 	384 	418 
A,PT,REACH,Y40-44,NR,T,BG	9 	5 	16 	5 
A,PT,REACH,Y40-44,NR,T,CZ	8 	12 	14 	15 
A,PT,REACH,Y40-44,NR,T,DE	392 e	393 e	448 e	451 e
A,PT,REACH,Y40-44,NR,T,DK	117 	: 	: 	: 
A,PT,REACH,Y40-44,NR,T,EE	: 	: 	1 	3 
A,PT,REACH,Y40-44,NR,T,ES	1073 b	1057 	1124 	982 
A,PT,REACH,Y40-44,NR,T,FI	12 	8 	14 	14 
A,PT,REACH,Y40-44,NR,T,HR	1 	0 	4 	5 
A,PT,REACH,Y40-44,NR,T,IT	45 	77 	72 	68 
A,PT,REACH,Y40-44,NR,T,LT	5 	0 	: 	3 
A,PT,REACH,Y40-44,NR,T,LU	342 	318 	293 	264 
A,PT,REACH,Y40-44,NR,T,LV	1 	0 	0 	0 
A,PT,REACH,Y40-44,NR,T,NL	246 	268 	283 	351 
A,PT,REACH,Y40-44,NR,T,SE	32 	26 	47 	33 
A,PT,REACH,Y40-44,NR,T,SK	3 	5 	0 	3 
A,PT,REACH,Y45-49,NR,T,BE	: 	: 	373 	326 
